UNIPROT	SYMBOL
Q9BU61	NDUFAF3
Q9BU76	MMTAG2
Q9BUB7	TMEM70
Q9BUH6	PAXX
Q9BV20	MRI1
Q9BV38	WDR18
Q9BV57	ADI1
Q9BV86	NTMT1
Q9BVC3	DSCC1
Q9BVC6	TMEM109
Q9BVK6	TMED9
Q9BVQ7	SPATA5L1
Q9BVS4	RIOK2
Q9BW60	ELOVL1
Q9BW61	DDA1
Q9BW71	HIRIP3
Q9BW85	YJU2
Q9BWD1	ACAT2
Q9BWM7	SFXN3
Q9BX63	BRIP1
Q9BX68	HINT2
Q9BXB4	OSBPL11
Q9BXF6	RAB11FIP5
Q9BXJ9	NAA15
Q9BXR0	QTRT1
Q9BY43	CHMP4A
Q9BY89	KIAA1671
Q9BYC8	MRPL32
Q9BYD3	MRPL4
Q9BYJ9	YTHDF1
Q9BYK8	HELZ2
Q9BYN8	MRPS26
Q9BYX2	TBC1D2
Q9BZ23	PANK2
Q9BZ95	NSD3
Q9BZQ6	EDEM3
Q9BZQ8	NIBAN1
Q9C086	INO80B
Q9C0B1	FTO
Q9C0B7	TANGO6
Q9C0C7	AMBRA1
Q9C0C9	UBE2O
Q9C0D5	TANC1
Q9GZL7	WDR12
Q9GZR2	REXO4
Q9GZT9	EGLN1
Q9H0C5	BTBD1
Q9H0G5	NSRP1
Q9H0L4	CSTF2T
Q9H0U3	MAGT1
Q9H0W8	SMG9
Q9H0X4	FAM234A
Q9H1B7	IRF2BPL
Q9H1D9	POLR3F
Q9H1E3	NUCKS1
Q9H1Z4	WDR13
Q9H223	EHD4
Q9H2C0	GAN
Q9H2G2	SLK
Q9H2P9	DPH5
Q9H3M7	TXNIP
Q9H3P7	ACBD3
Q9H3Q1	CDC42EP4
Q9H3U1	UNC45A
Q9H425	C1orf198
Q9H444	CHMP4B
Q9H488	POFUT1
Q9H4H8	FAM83D
Q9H4L4	SENP3
Q9H4L5	OSBPL3
Q9H553	ALG2
Q9H568	ACTL8
Q9H582	ZNF644
Q9H5Q4	TFB2M
Q9H5V9	CXorf56
Q9H6R4	NOL6
Q9H6T0	ESRP2
Q9H6T3	RPAP3
Q9H6U6	BCAS3
Q9H6X2	ANTXR1
Q9H773	DCTPP1
Q9H792	PEAK1
Q9H7E9	C8orf33
Q9H7N4	SCAF1
Q9H869	YY1AP1
Q9H8H0	NOL11
Q9H900	ZWILCH
Q9H974	QTRT2
Q9H981	ACTR8
Q9H9A6	LRRC40
Q9H9A7	RMI1
Q9H9B1	EHMT1
Q9H9F9	ACTR5
Q9H9G7	AGO3
Q9H9J2	MRPL44
Q9H9Y2	RPF1
Q9HAT2	SIAE
Q9HAU5	UPF2
Q9HB09	BCL2L12
Q9HB40	SCPEP1
Q9HBM6	TAF9B
Q9HC07	TMEM165
Q9HCD6	TANC2
Q9HCE7	SMURF1
Q9HCS7	XAB2
Q9HD15	SRA1
Q9HD33	MRPL47
Q9NP77	SSU72
Q9NP92	MRPS30
Q9NPA3	MID1IP1
Q9NPD8	UBE2T
Q9NPE2	NGRN
Q9NPJ3	ACOT13
Q9NQ88	TIGAR
Q9NR09	BIRC6
Q9NRF8	CTPS2
Q9NRF9	POLE3
Q9NRL2	BAZ1A
Q9NRP0	OSTC
Q9NRR4	DROSHA
Q9NRR5	UBQLN4
Q9NRX4	PHPT1
Q9NSD9	FARSB
Q9NSE4	IARS2
Q9NSV4	DIAPH3
Q9NUJ1	ABHD10
Q9NUL7	DDX28
Q9NUQ2	AGPAT5
Q9NUQ3	TXLNG
Q9NV31	IMP3
Q9NV70	EXOC1
Q9NVG8	TBC1D13
Q9NVH2	INTS7
Q9NVN8	GNL3L
Q9NVP2	ASF1B
Q9NVR0	KLHL11
Q9NVR5	DNAAF2
Q9NVW2	RLIM
Q9NVX2	NLE1
Q9NVZ3	NECAP2
Q9NW81	DMAC2
Q9NWK9	ZNHIT6
Q9NWS0	PIH1D1
Q9NWT1	PAK1IP1
Q9NWT6	HIF1AN
Q9NWT8	AURKAIP1
Q9NWV8	BABAM1
Q9NWZ5	UCKL1
Q9NX07	TRNAU1AP
Q9NX14	NDUFB11
Q9NX47	MARCHF5
Q9NX55	HYPK
Q9NX58	LYAR
Q9NXH9	TRMT1
Q9NXN4	GDAP2
Q9NXW2	DNAJB12
Q9NXX6	NSMCE4A
Q9NY12	GAR1
Q9NY61	AATF
Q9NYH9	UTP6
Q9NYY8	FASTKD2
Q9NYZ3	GTSE1
Q9NZ08	ERAP1
Q9NZ63	C9orf78
Q9NZI8	IGF2BP1
Q9NZJ6	COQ3
Q9NZL4	HSPBP1
Q9NZT2	OGFR
Q9NZZ3	CHMP5
Q9P0K7	RAI14
Q9P0L0	VAPA
Q9P0S9	TMEM14C
Q9P0U3	SENP1
Q9P1Z2	CALCOCO1
Q9P206	KIAA1522
Q9P258	RCC2
Q9P260	RELCH
Q9P270	SLAIN2
Q9P2B2	PTGFRN
Q9P2D3	HEATR5B
Q9P2N5	RBM27
Q9P2X0	DPM3
Q9UBC2	EPS15L1
Q9UBC3	DNMT3B
Q9UBF8	PI4KB
Q9UBK9	UXT
Q9UBQ5	EIF3K
Q9UBR2	CTSZ
Q9UBT2	UBA2
Q9UBV2	SEL1L
Q9UBX3	SLC25A10
Q9UBZ4	APEX2
Q9UDT6	CLIP2
Q9UEY8	ADD3
Q9UGP8	SEC63
Q9UGR2	ZC3H7B
Q9UHD8	SEPTIN9
Q9UHD9	UBQLN2
Q9UHJ6	SHPK
Q9UHN1	POLG2
Q9UHR4	BAIAP2L1
Q9UHR6	ZNHIT2
Q9UHV9	PFDN2
Q9UI14	RABAC1
Q9UIG0	BAZ1B
Q9UII2	ATP5IF1
Q9UIQ6	LNPEP
Q9UIW2	PLXNA1
Q9UJA5	TRMT6
Q9UJS0	SLC25A13
Q9UJX6	ANAPC2
Q9UK61	TASOR
Q9UK76	JPT1
Q9UKD2	MRTO4
Q9UKJ3	GPATCH8
Q9UKK3	PARP4
Q9UKL0	RCOR1
Q9UKM9	RALY
Q9UL25	RAB21
Q9ULC4	MCTS1
Q9ULJ6	ZMIZ1
Q9ULJ7	ANKRD50
Q9ULM3	YEATS2
Q9ULW3	ABT1
Q9ULX6	AKAP8L
Q9UM00	TMCO1
Q9UM11	FZR1
Q9UMX5	NENF
Q9UMY4	SNX12
Q9UMZ2	SYNRG
Q9UNI6	DUSP12
Q9UNN8	PROCR
Q9UNS1	TIMELESS
Q9UNY4	TTF2
Q9UNZ2	NSFL1C
Q9UP83	COG5
Q9UPN6	SCAF8
Q9UPT8	ZC3H4
Q9UPU5	USP24
Q9UPU7	TBC1D2B
Q9UQ13	SHOC2
Q9UQE7	SMC3
Q9UQR1	ZNF148
Q9Y217	MTMR6
Q9Y221	NIP7
Q9Y223	GNE
Q9Y230	RUVBL2
Q9Y244	POMP
Q9Y266	NUDC
Q9Y285	FARSA
Q9Y2A7	NCKAP1
Q9Y2D4	EXOC6B
Q9Y2F5	ICE1
Q9Y2K7	KDM2A
Q9Y2L5	TRAPPC8
Q9Y2R4	DDX52
Q9Y2R9	MRPS7
Q9Y2U5	MAP3K2
Q9Y2U8	LEMD3
Q9Y2V7	COG6
Q9Y2W1	THRAP3
Q9Y2X7	GIT1
Q9Y2X9	ZNF281
Q9Y2Y9	KLF13
Q9Y2Z0	SUGT1
Q9Y314	NOSIP
Q9Y316	MEMO1
Q9Y320	TMX2
Q9Y371	SH3GLB1
Q9Y3A2	UTP11
Q9Y3A4	RRP7A
Q9Y3B3	TMED7
Q9Y3B4	SF3B6
Q9Y3B9	RRP15
Q9Y3D6	FIS1
Q9Y3D9	MRPS23
Q9Y3E5	PTRH2
Q9Y3E7	CHMP3
Q9Y3I0	RTCB
Q9Y3T9	NOC2L
Q9Y3U8	RPL36
Q9Y483	MTF2
Q9Y490	TLN1
Q9Y4B6	DCAF1
Q9Y4C2	TCAF1
Q9Y4C8	RBM19
Q9Y4H2	IRS2
Q9Y4L5	RNF115
Q9Y4P8	WIPI2
Q9Y4W2	LAS1L
Q9Y508	RNF114
Q9Y512	SAMM50
Q9Y547	HSPB11
Q9Y584	TIMM22
Q9Y5A9	YTHDF2
Q9Y5B0	CTDP1
Q9Y5B6	PAXBP1
Q9Y5K6	CD2AP
Q9Y5L4	TIMM13
Q9Y5P6	GMPPB
Q9Y5S9	RBM8A
Q9Y605	MRFAP1
Q9Y617	PSAT1
Q9Y657	SPIN1
Q9Y679	AUP1
Q9Y696	CLIC4
Q9Y6D5	ARFGEF2
Q9Y6M5	SLC30A1
Q9Y6V7	DDX49
Q9Y6W5	WASF2
Q9Y6X9	MORC2
A0A024QYT6	AP1S1
A0A024QYT8	RABL5
A0A024QYZ9	CEP72
A0A024QZ08	IFT20
A0A024QZ19	TRAF4
A0A024QZ20	MAPK7
A0A024QZ31	LOC130074
A0A024QZ48	INTS2
A0A024QZ54	ERICH1
A0A024QZ70	TAOK1
A0A024QZC5	FBS1
A0A024QZE0	TDRD3
A0A024QZF2	RRAS
A0A024QZF6	AKT1S1
A0A024QZH5	SPHK2
A0A024QZI4	VRK3
A0A024QZN7	C10orf70
A0A024QZS1	MOCS2
A0A024QZU8	RREB1
A0A024QZW0	TPMT
A0A024QZY0	BPHL
A0A024QZY4	TRIM38
A0A024R012	SIRT5
A0A024R046	HMGN4
A0A024R087	hCG_36935
A0A024R0H2	MRPS12
A0A024R0I3	hCG_2043376
A0A024R0L2	MGC20255
A0A024R0L4	ERF
A0A024R0L6	PAFAH1B3
A0A024R0N7	SAMD4B
A0A024R0P6	FOSB
A0A024R0P8	TGFB1
A0A024R0Q6	ERCC1
A0A024R0T1	MGC4172
A0A024R0T2	SH3BP5L
A0A024R126	NR4A1
A0A024R150	CORO2A
A0A024R143	TRIM14
A0A024R168	NR4A3
A0A024R1A2	PHF16
A0A024R1C1	PPIL2
A0A024R1C2	TOP3B
A0A024R1D9	NF2
A0A024R1E1	ASCC2
A0A024R1G3	MB
A0A024R1I3	PDXP
A0A024R1J0	C1QTNF6
A0A024R1K0	EIF4ENIF1
A0A024R1M6	MGC3731
A0A024R1P3	POLR3H
A0A024R1Q3	C22orf18
A0A024R1Q5	NAGA
A0A024R1R8	hCG_2014768
A0A024R1T1	RPS19BP1
A0A024R1U1	PSMC3IP
A0A024R1U2	PHF5A
A0A024R1V6	PCGF2
A0A024R1W8	MLX
A0A024R1X3	VPS25
A0A024R1X4	hCG_16955
A0A024R1X5	BECN1
A0A024R1Y6	PALM
A0A024R1Z4	NKIRAS2
A0A024R206	RNF126
A0A024R248	C9orf89
A0A024R269	ACAA2
A0A024R274	SMAD4
A0A024R275	RFK
A0A024R294	C18orf24
A0A024R2F2	VHL
A0A024R2F8	CHCHD4
A0A024R2G9	OXNAD1
A0A024R2J0	UBP1
A0A024R2M6	ACAA1
A0A024R2Q8	SS18L2
A0A024R2U1	ALS2CL
A0A024R2U5	GORASP1
A0A024R177	PRKY
A0A024R2X2	IHPK1
A0A024R316	WNT5A
A0A024R323	ABHD6
A0A024R361	NEIL2
A0A024R396	C11orf54
A0A024R3A2	DCUN1D5
A0A024R3C4	KDELC2
A0A024R3D4	DKFZp547C195
A0A024R3K2	RPUSD4
A0A024R3K9	NFRKB
A0A024R3L9	VPS26B
A0A024R3M1	THYN1
A0A024R3V4	PPIL3
A0A024R3W2	TOMM20
A0A024R402	LOC151194
A0A024R467	BCS1L
A0A024R471	COPS7B
A0A024R488	WDFY1
A0A024R494	ATG16L1
A0A024R496	CAB39
A0A024R4E1	NMNAT1
A0A024R4I4	MAD2L2
A0A024R4I7	LZIC
A0A024R4P4	ZNF444
A0A024R4S2	PPP1R12C
A0A024R4U0	ARFGAP3
A0A024R4V5	BRD1
A0A024R500	RP3-402G11.12
A0A024R546	ZDHHC5
A0A024R561	HRASLS3
A0A024R562	BAD
A0A024R573	ASRGL1
A0A024R576	ZFPL1
A0A024R597	HTATIP
A0A024R5C4	RTN3
A0A024R5J6	CHCHD8
A0A024R5P0	PAK1
A0A024R5P6	C1orf121
A0A024R5U3	ARPP-19
A0A024R5V9	NARG2
A0A024R5X5	MAP2K5
A0A024R5Z5	GTF2A2
A0A024R641	hCG_2028303
A0A024R648	TIMM9
A0A024R667	C14orf150
A0A024R6A5	PPM1A
A0A024R6B7	CHURC1
A0A024R6G4	ALDH6A1
A0A024R6K5	EVL
A0A024R6J7	PAPOLA
A0A024R6M9	CINP
A0A024R6N2	CDC42BPB
A0A024R6P6	C14orf129
A0A024R6Q2	C14orf172
A0A024R6Q8	BRD7
A0A024R6R2	GPT2
A0A024R6S6	FTS
A0A024R6T4	MT1M
A0A024R6U9	ARL2BP
A0A024R6X2	CBFB
A0A024R6Y2	NUTF2
A0A024R6Y3	hCG_2027080
A0A024R770	NRF1
A0A024R776	CNOT4
A0A024R782	BPGM
A0A024R7A6	PLXNA4B
A0A024R7B0	UBL5
A0A024R7E0	BTBD14B
A0A024R7E8	ELOF1
A0A024R7F9	GCDH
A0A024R7I3	RAB8A
A0A024R7I4	FAM32A
A0A024R7M1	RFXANK
A0A024R7M2	MGC2749
A0A024R7N6	PIK3R2
A0A024R7X9	UBE2W
A0A024R804	MAFK
A0A024R806	MGC10911
A0A024R811	LACTB2
A0A024R824	SLC31A1
A0A024R832	CDC26
A0A024R837	HDHD3
A0A024R838	hCG_20884
A0A024R864	PBX3
A0A024R8A9	USP20
A0A024R8B2	FREQ
A0A024R8C5	SURF5
A0A024R8F2	C9orf9
A0A024R8G6	SSNA1
A0A024R8H5	TRAF2
A0A024R8I2	UBADC1
A0A024R8K0	AMZ2
A0A024R8M9	RECQL5
A0A024R8R5	hCG_1818442
A0A024R8R6	CDR2L
A0A024R8S3	SUMO2
A0A024R8U4	WDR45B
A0A024R8V5	hCG_1642326
A0A024R8X1	hCG_1991559
A0A024R943	TOR3A
A0A024R977	ARL8A
A0A024R9B7	COX6C
A0A024R9C0	PPM2C
A0A024R9D9	ENY2
A0A024R9F1	hCG_2044510
A0A024R9I8	C8orf32
A0A024R9J6	C8orf36
A0A024R9K5	ZFYVE19
A0A024R9L0	NDUFAF1
A0A024R9M3	LRRC57
A0A024R9N0	OIP5
A0A024R9Q1	THBS1
A0A024R9S2	ADAL
A0A024R9U9	RP1-112K5.2
A0A024R9W0	LIAS
A0A024R9X5	GNPDA2
A0A024R9Y0	MAPT
A0A024RA24	FLJ20323
A0A024RA36	KIAA0241
A0A024RA55	GPNMB
A0A024RA75	HIBADH
A0A024RAB5	RAP1GA1
A0A024RAJ5	COL4A3BP
A0A024RAJ9	ARSB
A0A024RAL0	XRCC4
A0A024RAL5	ZCCHC9
A0A024RAL9	C5orf21
A0A024RAM1	POLR3G
A0A024RAP5	GABARAPL1
A0A024RAS5	ARHGDIB
A0A024RAW0	SURB7
A0A024RAW6	DKFZP779L1558
A0A024RAY7	PLEKHA5
A0A024RAZ6	HOXC9
A0A024RB03	KIAA0528
A0A024RB08	ERGIC2
A0A024RB09	RAB5B
A0A024RB12	RASSF8
A0A024RB31	MYL6B
A0A024RB62	METTL1
A0A024RBB5	CSRP2
A0A024RBE5	NEDD1
A0A024RBG3	MRPL42
A0A024RBG7	NFYB
A0A024RBI7	GLTP
A0A024RBJ2	KCTD10
A0A024RBL2	SDSL
A0A024QZ86	TBX2
A0A024RBN1	PRKAB1
A0A024RBR1	RSN
A0A024RBU8	PNPLA4
A0A024RBV5	RAB9A
A0A024R189	TBL1Y
A0A024RBW2	ASB9
A0A024RC06	MTM1
A0A024RC16	CD99L2
A0A024RC24	IMPACT
A0A024RC33	MAPRE2
A0A024RC62	AP3S2
A0A024RC68	hCG_1991723
A0A024RC72	RCCD1
A0A024RC76	ISG20
A0A024RC95	ALDH1A3
A0A024RCB9	TSSC4
A0A024RCF9	ARMCX3
A0A024RCK7	ZNF192
A0A024RCP2	DOM3Z
A0A024RCW2	C6orf106
A0A024RCX8	PPIL1
A0A024RCY9	C6orf130
A0A024RCZ1	LEMD2
A0A024R0V3	KLC3
A0A024RD15	MAPK14
A0A024RD22	NFYA
A0A024RD24	NFKBIE
A0A024RD41	RAB23
A0A024RD83	TTC19
A0A024RDH2	UBE2D3
A0A024RDK4	INTS12
A0A024RDL3	PSPH
A0A024RDM4	MRP63
A0A024RDQ7	MTIF3
A0A024RDS3	ZNF198
A0A024RDS7	KIAA1704
A0A024RDT6	C13orf1
A0A024RDV4	STARD13
A0A024RDW4	FLJ10154
A0A024RDX4	FLJ10769
A0A024RBZ0	hCG_1982709
A0A024RDY9	ARHGEF7
A0A024RDZ1	RP11-484I6.3
A0A024RE03	CLYBL
A0A024RE06	LIG4
A0A075B7F8	POM121C
A0A087WT12	GPX4
A0A087WTF1	CENPP
A0A087WTM1	ROBO1
A0A087WTQ2	WDR37
A0A087WTT9	ALG13
A0A087WU07	MICOS10
A0A087WUD1	ZNF787
A0A087WUD6	GAGE2E
A0A087WUR6	CAMK1D
A0A087WUW6	IKBKG
A0A087WV34	GLMP
A0A087WV97	SMAP2
A0A087WVF7	ITSN2
A0A087WVG4	PHF1
A0A087WUQ1	PDLIM2
A0A087WVI3	DEUP1
A0A087WVQ2	PHF23
A0A087WW06	TTC28
A0A087WW35	METTL2A
A0A087WWK3	CDKN3
A0A087WWM4	GMPR2
A0A087WWW9	BCL10
A0A087WX11	FNIP1
A0A087WVK5	RUSC1
A0A075BPP5	MECP2
A0A087WXL0	SELENOF
A0A087WXR7	RNASEH2B
A0A024QZJ8	CDC2
A0A087WY67	GSTT2
A0A087WYF4	ZNF302
A0A087WYL7	MED6
A0A087WYP2	SELENOH
A0A087WWU9	SRP19
A0A024R670	SYNJ2BP
A0A087WZ19	BARD1
A0A087WWI1	RNASET2
A0A087WZY2	TOMM7
A0A087X060	EAPP
A0A087WTU5	NOL4L
A0A087X0Q9	SELENOO
A0A087X279	IFIT2
A0A087X2A7	FAM184A
A0A087X2B1	RBFOX1
A0AUY0	RABL2A
A0JLT0	GLRX2
A0JLT2	MED19
A0M8W4	UBE2V2
A0PJJ3	MBNL2
A0A023QXN0	ATP8
A0A087WW81	CROCC
A1L4K2	MAPK8
A1X283	SH3PXD2B
A2BEK1	PPP1R11
A2RRE0	WDR7
A2RTX5	TARS3
A2RUM0	PARP10
A2VDH9	GIGYF1
A3KPE2	APOC3
A4D0Z4	GCC1
A0A087WUA7	ZNF804B
A4D1I7	DNCI1
A4D1T3	MRPS33
A4D1T5	NDUFB2
A4D1W6	C7orf11
A4D2D6	HRBL
A4D2F2	HUS1
A4D2J0	YKT6
A4D7U3	ATF2
A4FU51	NARG1L
A4FVC0	EIF2C2
A4IF54	TK2
A4QPE1	ENOX2
A5PLN9	TRAPPC13
A6H8L7	STIM2
A6NCQ5	MSRB2
A6NDU8	C5orf51
A6NGJ0	DYNLT3
A6NGX6	POLR3GL
A6NHB5	ZMYM3
A6NHQ2	FBLL1
A6NHX0	CASTOR2
A6NI56	CCDC154
A6NIH7	UNC119B
A6NHJ8	CRYZL1
A6NMQ3	ENSA
A6PVK7	SHOC1
A6ZKI3	RTL8C
A7E261	OPLAH
A7MBN3	COL4A5
A7UNU5	ETFDH
A7XZY7	ITSN1
A8ASI8	BID
A8IE48	GABPA
A8IK34	ANKRD40
A8K033	NUMBL
A0A087X004	GLS2
A8K1K8	C18orf55
A8K1X2	SEPT3
A0A024R8K3	MAP2K6
A8K3Z6	ANAPC13
A8K513	hCG_1994066
A8K6K3	MAP3K7IP1
A8K702	GSDMD
A0A087WX72	CASP9
A0A024RDP8	KATNAL1
A8K878	MANF
A5D8X7	MLF1IP
A8K9D2	MRPL18
A0A087WTF3	ANK3
A8KAF9	RP11-311P8.3
A6NG75	RBM38
A8MQ03	CYSRT1
A8MT69	CENPX
A8MTY9	VPS26C
A8MUM1	EIPR1
A8MWD9	SNRPGP15
A8MY87	KSR1
A8K0Z3	WASHC1
A9UGY9	ATG5
A9UHW6	MIF4GD
A4D2J8	KIAA1068
A0A087WY56	AKT1
B0QZE2	ZMYND11
B0YJ73	RSU1
B1AH87	TSPO
B1AK66	SNIP1
B1AKK2	HEL-S-16
B1AKN5	NFIA
B1AKZ4	PEA15
B1AL69	CDC37L1
B1ALH6	PHYH
B1ALV0	C1orf19
B1ANS9	WDR64
B1AQP1	USF1
B1B1I7	ELP4
B2R4A9	FXC1
B0QYL8	POLR2F
B2R5H5	LSM3
A0A087X114	MMAB
A8MQT7	CD99
A0A024QZT4	SERPINB9
B2RA10	HOMER3
B2RA97	N6AMT1
A0A087WTV1	OSBPL2
B2RDU6	MVK
A0A087WW88	CHMP2B
B2RMV2	CYTSA
B2RN10	AZI1
B2RWP4	TACC2
B3KM21	FAM36A
B3KPJ4	PHC2
B3KRB8	DPH2
B0QY34	CSNK1E
B3KSI3	BCAT2
B0QZD3	ARHGEF16
B3KVW3	LYPLAL1
B4DDP9	SCLY
B4DEX5	PRNPIP
B4DF51	CD33
B4DFJ1	TINF2
A0A024R813	EYA1
B4DJ91	hCG_21531
B4DJL3	MED18
B0QY01	TOM1
A0A087WV35	FAM122B
B4DPU0	PLA2G15
A0A024RAL2	RASA1
B4DW13	hCG_23341
A4FTX8	SECISBP2
B4E0Y9	STK26
B4E3T4	RBPMS
A0A024R2J4	SGOL1
B5BUJ7	MAPK9
B5MC16	CAMKMT
B5MC35	CFAP36
B7TZ90	TRAPPC6A
A0A087WZD4	RMC1
A0A024R877	ALAD
B3KRD1	SYBU
B7Z5N5	SMAD2
A0A087WWZ2	PCIF1
A6PVM9	AIF1L
B7Z6L7	FDX2
B7ZBM3	FOXP4
B7ZL72	PRDM10
B7ZLC3	TRIML2
B7ZLN9	SP3
B3KXC1	CPEB3
B7ZMB3	RC3H1
B8ZZ96	CHN1
B9A6K1	TBC1D5
B9EK46	CGN
A6NNT0	GSTM4
C9J383	RNF13
C9J494	MKRN2
C9J5J4	LIN9
C9J1J2	NME6
C9JAX1	FXN
C9JCN8	FOSL2
C9JEV9	CPSF4
C9JMN4	FAM3C
C9JBU9	CCDC58
C9JRJ5	LIMD1
B5MCX7	ANKRD54
C9JYM0	POP7
D1MGQ2	HBA2
A0A024R1X6	KRT14
A0A087WWT3	ALB
F8VUG2	KRT8
Q9DCV7	Krt7
P78386	KRT85
A0A024R1X9	KRT23
Q3KNV1	KRT7
A0N071	HBD
Q6KB66	KRT80
D3DRX8	hCG_2017386
D3DS14	FLJ10357
A8K520	PROSC
A5PKT9	NES
D4YW74	TROPH
D6R9S9	NAAA
D6R9Q5	ANAPC10
A0A024RE16	AMACR
D6RBD8	DTWD2
D6RCC4	GSTCD
D6RFW1	SGTB
D6RAX0	CENPK
D6RBM3	CASP6
D6RAG3	CPLX1
D6RIC4	ZBED3
B7Z4J8	ZNF346
D6W601	ADAT3
A6NFM0	POLR2J2
E5RGQ3	RWDD1
E5RGS9	CHRAC1
E5RIE8	MED7
A3E0Z5	BIRC5
E7EWE8	FBLIM1
E7EWH8	HYI
C9IYM9	CREM
E9PC41	IL1RL1
E9PF46	ACYP2
D6RIA1	ZNF451
E9PJD7	CYHR1
A0PJF8	RPS6KA4
E9PJM4	CLP1
E9PNK6	TPD52L1
E9PIQ4	AAMDC
E9PNL0	LRRC14
B3KR49	MAPK3
E9PR76	MAF1
E9PRK7	ARL14EP
F1D8R0	NR2F2
F1LJ00	TBC1D18
A0A087X1N6	BLOC1S2
F1T0K0	FAM78B
C9JKS0	NR2C2
F2Z2T2	XPA
F2Z305	DCAF6
F2Z3H6	BCL7B
F5GWD3	GTF2H3
F5GWI9	WASHC3
F5H0E9	ESRRA
F5H199	MSRB3
F5H5R8	NAT1
F5H631	CLEC2B
F5H6U7	GOLT1B
F5H702	MRPL48
B1AKV2	UQCC1
E9PMT2	LMO7
B7ZKU4	C12orf51
F8VVE1	DTD2
F8W9E7	ELMO3
F8W9X7	CCDC93
F8WAB8	SLC25A26
F8WEU8	RNF7
E9PIQ8	STIM1
G3V1P3	BORCS5
G3V1S4	FCF1
G3V2U7	ACYP1
G3V2V7	FOS
G3V3B7	BCL2L2
A0A024R6N3	C14orf2
G5E9C5	PDE5A
G8JLQ3	BLOC1S1
H0UID0	RAD51D
H0Y8X4	DNPH1
H0YAN8	ARHGEF10
H0YBQ7	FAM135B
A0A024QZD8	TEAD2
E9PK41	ZNRD2
H0YF29	C8orf82
H0YFA4	CRIP2
H0YM74	ZNF592
C9JLI6	RPS27L
H0YND7	DPH6
H0YKT9	HDDC3
H3BM67	NOL3
H3BNK8	MPHOSPH6
H3BPR3	SNX33
H3BPW5	PPCDC
H7C0K8	FUNDC2
F8W6C0	FEZ2
C9JTT8	BET1
H7C5G1	IAH1
A0A024R5W4	hCG_40688
I3L0X9	PAM16
I3L1Q2	BCL7C
I3L1A8	ELP5
I3L1T3	DERL2
I3L2A5	ASPHD1
I3L414	CARD14
I6L962	TIFA
E9PK03	CCS
A0A024QZE8	PHKG2
F5GXV8	RBM7
A1KWQ5	MLL-KIAA0284
B4E093	SEPHS2
I3L120	TBCD
J3KRU4	RNF138
B5MD17	CBX1
J3KST3	CPTP
A0A024R1R9	hCG_31740
J3KS57	SCRN2
J3QSH4	VEZF1
J3QTA2	BAG1
H0Y922	CHCHD6
J3KRR1	C17orf75
D6R9C7	RWDD4
K7EIY4	STX10
K7EIY8	INO80C
K7ENI6	TMEM256-PLSCR3
K7ENP1	TRMT11
B7ZLI5	FAM98C
K7EJQ8	HDHD2
E5RH51	SMIM12
B0LPH5	PRKCA
B4DLJ1	USF2
M0QX49	PNKP
E5RGN3	ATOX1
A4PBF7	taf4b
O00287	RFXAP
A4D0Y1	WASL
F8WD15	IGF2BP3
E9PKR4	CDK2AP2
O14772	FPGT
O15111	CHUK
E5RH18	LSM1
A2AB88	PFDN6
B3KPM4	ZNF185
A2VCQ9	SAMD13
M0R1B0	EMC8
O43665	RGS10
O43677	NDUFC1
O43678	NDUFA2
B3W6H4	MLL-ACTN4
O43715	TRIAP1
O43896	KIF1C
B8ZZK5	PDE6D
O60220	TIMM8A
O60344	ECE2
O60344	EEF1AKMT4
O60344	EEF1AKMT4-ECE2
B4E1E4	EIF4E2
O60830	TIMM17B
O75153	CLUH
O75170	PPP6R2
C9J7B1	NIPSNAP2
O75394	MRPL33
O75446	SAP30
O75475	PSIP1
O75529	TAF5L
A0A087X1N3	RPP40
D6RAW6	RAD17
O76027	ANXA9
A9XXE1	SNCG
O76095	JTB
O94763	URI1
A0A024RDQ1	FRY
O95059	RPP14
A0A087WZX2	NDUFB6
O95147	DUSP14
A8MVM8	NDUFA3
M0R0N0	NDUFA7
O95365	ZBTB7A
O95372	LYPLA2
O95479	H6PD
A0A087WV25	CEP43
A8KAQ8	HERC2
H0Y7N1	DDAH2
O95881	TXNDC12
A0A087WT34	MBD3
E9PKT9	MOCS2
F5GWI4	ADA
P01111	NRAS
P02545	LMNA
P03973	SLPI
P05412	JUN
P05413	FABP3
P07919	UQCRH
P07951	TPM2
F5GY90	HMBS
C9JM50	KRT19
B7Z415	QDPR
C9JLC0	FBXO45
F5H785	TRAPPC2
A0A087WUV7	UROS
J3KTB7	TOP2A
P12268	IMPDH2
B4DNK4	PKM
K7EQD3	COX6B1
P15813	CD1D
P17568	NDUFB7
P17676	CEBPB
A0JLP4	SON
H0YDP8	TRIM21
P20290	BTF3
P20851	C4BPB
A3F6Y9	COMT
P23368	ME2
A0A024R1D8	ADRBK2
P28289	TMOD1
P29034	S100A2
C9IYL4	GTF2E1
E5RH41	GTF2E2
A2IDA3	MPG
A0A087WTI4	GCHFR
P30711	GSTT1
A8MX96	AKT2
B1ARF3	INPP5B
P32320	CDA
P33552	CKS2
K7EQQ3	KRT9
E7ERA5	MYH10
B4DSD5	CPOX
K7EK49	POLR2I
A0A087WZ15	CAP2
B7Z6I5	PEX19
P41208	CETN2
C9JCD9	BUD31
A0A087WYM1	CASP2
